"Plate name 96",96," 384 plate","Row 384","Column 384","1536 plate","1536 row","1536 column",Comment,MutantID,"PA14 Genomic Position","PA14 Genome BLASTN Bit Score","Unambiguous Insertion Location?","""Active"" Gene Locus","""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)","All Predicted GeneIDs","PAO1 Orthologs","PA14 NR Set Comments",,,,,
ExMr_nr_mas_01_1,H4,16,15,7,4,30,14,,5291,3877932,597,Y,PA14_43540,GID2729,223,861,PA1622,,hydrolase,PA14_43540(223/861),GID2729,PA1622,,,,,,"COG2267|Lysophospholipase [Lipid metabolism]"
ExMr_nr_mas_01_1,H5,16,15,9,4,30,18,,5295,2719869,1215,Y,PA14_31270,GID6067,143,1164,,,"hypothetical protein",PA14_31270(143/1164),GID6067,,,,,,,"COG4804|Predicted nuclease of restriction endonuclease-like fold [General    function prediction only]"
ExMr_nr_mas_01_1,H6,16,15,11,4,30,22,,5297,3546424,852,Y,PA14_39800,GID4265,22,507,PA1912,,"ECF subfamily RNA polymerase sigma-70 factor","""ECF subfamily""""""",PA14_39800(22/507),GID4265,PA1912,,,,,"COG1595|DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog [Transcription]"
ExMr_nr_mas_01_1,H7,16,15,13,4,30,26,,5304,4201271,781,Y,PA14_47140,GID249,197,2199,PA1322,,"TonB-dependent receptor",PA14_47140(197/2199),GID249,PA1322,,,,,,"COG4771|Outer membrane receptor for ferrienterochelin and colicins [Inorganic ion transport and metabolism]"
ExMr_nr_mas_01_1,H8,16,15,15,4,30,30,,5317,4912702,771,Y,PA14_55330,GID3131,95,747,PA0695,,"hypothetical protein",PA14_55330(95/747),GID3131,PA0695,,,,,,
ExMr_nr_mas_01_1,H9,16,15,17,4,30,34,,5347,6214807,628,Y,PA14_69670,GID1398,121,1248,PA5277,lysA,"diaminopimelate decarboxylase","""""""PA14_69670(121/1248)""","""PA14_69650*(1092/1365)""""""","""""""GID1398""","""GID6905""""""",PA5277,,,,"COG0325|Predicted enzyme with a TIM-barrel fold [General function prediction only]"
ExMr_nr_mas_01_1,H10,16,15,19,4,30,38,,5358,1832131,323,Y,PA14_21180,GID2708,719,891,PA3312,,"3-hydroxyisobutyrate dehydrogenase",PA14_21180(719/891),GID2708,PA3312,,,,,,"COG1023|Predicted 6-phosphogluconate dehydrogenase [Carbohydrate transport and metabolism]"
ExMr_nr_mas_01_1,H11,16,15,21,4,30,42,,5401,2515408,309,Y,PA14_29070,GID2811,266,864,PA2712,,"hypothetical protein",PA14_29070(266/864),GID2811,PA2712,,,,,,
ExMr_nr_mas_01_1,H12,16,15,23,4,30,46,,5426,254332,375,Y,PA14_02890,GID2716,541,834,PA0234,,"hypothetical protein","""""""PA14_02890(541/834)""","""PA14_02880*(354/1434)""""""","""""""GID2716""","""GID7058""""""",PA0234,,,,
ExMr_nr_mas_01_2,A1,16,1,2,4,2,4,,5427,6244225,932,Y,PA14_69990,GID1829,784,1074,PA5302,dadX,"alanine racemase","""""""PA14_69990(784/1074)""","""PA14_70000*(54/1338)""""""","""""""GID1829""","""GID6915""""""",PA5302,,,,"COG0787|Alanine racemase [Cell envelope biogenesis, outer membrane]"
ExMr_nr_mas_01_2,A2,16,1,4,4,2,8,,5439,1408226,954,Y,PA14_16450,GID1349,437,1269,PA3706,wspC,methyltransferase,PA14_16450(437/1269),GID1349,PA3706,,,,,,"COG1352|Methylase of chemotaxis methyl-accepting proteins [Cell motility and secretion / Signal transduction mechanisms]"
ExMr_nr_mas_01_2,A3,16,1,6,4,2,12,,5457,4993735,561,Y,PA14_55930,GID2714,265,912,PA4305,,"pilus assembly protein",PA14_55930(265/912),GID2714,PA4305,,,,,,"COG3745|Flp pilus assembly protein CpaB [Intracellular trafficking and secretion]"
ExMr_nr_mas_01_2,A4,16,1,8,4,2,16,,5484,186611,363,Y,PA14_02050,GID614,920,1617,PA0164,,gamma-glutamyltranspeptidase,"""""""PA14_02050(920/1617)""","""PA14_02040*(842/1785)""""""","""""""GID614""","""GID7036""""""",PA0164,,,,"COG0405|Gamma-glutamyltransferase [Amino acid transport and metabolism]"
ExMr_nr_mas_01_2,A5,16,1,10,4,2,20,,5501,3887993,311,Y,PA14_43670,GID415,48,1956,PA1611,,"sensor/response regulator hybrid",PA14_43670(48/1956),GID415,PA1611,,,,,,"COG4566|Response regulator [Signal transduction mechanisms]"
ExMr_nr_mas_01_2,A6,16,1,12,4,2,24,,5591,3494001,1011,Y,PA14_39240,GID2021,167,1023,PA1954,,"hypothetical protein",PA14_39240(167/1023),GID2021,PA1954,,,,,,
ExMr_nr_mas_01_2,A7,16,1,14,4,2,28,,5634,3142931,646,Y,PA14_35340,GID2296,320,951,PA2261,,"2-ketogluconate kinase",PA14_35340(320/951),GID2296,PA2261,,,,,,"COG1105|Fructose-1-phosphate kinase and related fructose-6-phosphate kinase (PfkB) [Carbohydrate transport and metabolism]"
ExMr_nr_mas_01_2,A8,16,1,16,4,2,32,,5635,5518559,93.7,Y,PA14_61870,GID1217,807,1239,PA4677,,"hypothetical protein",PA14_61870(807/1239),GID1217,PA4677,,,,,,"COG4690|Dipeptidase [Amino acid transport and metabolism]"
ExMr_nr_mas_01_2,A9,16,1,18,4,2,36,,5643,3366763,248,Y,PA14_37760,GID1661,158,1164,PA2068,,"MFS transporter",PA14_37760(158/1164),GID1661,PA2068,,,,,,
ExMr_nr_mas_01_2,A10,16,1,20,4,2,40,,5655,71235,884,Y,PA14_00710,GID4530,124,456,PA0059,osmC,"osmotically inducible protein OsmC",PA14_00710(124/456),GID4530,PA0059,,,,,,"COG1764|Organic hydroperoxide reductase [Secondary metabolites biosynthesis, transport and catabolism]"
ExMr_nr_mas_01_2,A11,16,1,22,4,2,44,,5661,1533637,262,Y,PA14_17860,GID813,361,1533,PA3590,,"3-hydroxyacyl-CoA dehydrogenase",PA14_17860(361/1533),GID813,PA3590,,,,,,"COG1250|3-hydroxyacyl-CoA dehydrogenase [Lipid metabolism]"
ExMr_nr_mas_01_2,A12,16,1,24,4,2,48,,5662,4210416,105,Y,PA14_47260,GID1108,844,1359,PA1313,,"MFS transporter",PA14_47260(844/1359),GID1108,PA1313,,,,,,
ExMr_nr_mas_01_2,B1,16,3,2,4,6,4,,5691,2573481,1366,Y,PA14_29710,GID5122,209,309,PA2659,,"hypothetical protein",PA14_29710(209/309),GID5122,PA2659,,,,,,"COG3212|Predicted membrane protein [Function unknown]"
ExMr_nr_mas_01_2,B2,16,3,4,4,6,8,,5697,4055522,587,Y,PA14_45590,GID261,1670,2262,PA1458,,"two-component sensor","""""""PA14_45590(1670/2262)""","""PA14_45600*(452/2238)""""""","""""""GID261""","""GID5704""""""",PA1458,,,,"COG3290|Signal transduction histidine kinase regulating citrate/malate metabolism [Signal transduction mechanisms]"
ExMr_nr_mas_01_2,B3,16,3,6,4,6,12,,5708,3747191,827,Y,PA14_41990,GID5400,62,219,PA1744,,"hypothetical protein",PA14_41990(62/219),GID5400,PA1744,,,,,,
ExMr_nr_mas_01_2,B4,16,3,8,4,6,16,,5751,5637649,105,Y,PA14_63160,GID998,966,1434,PA4777,pmrB,"PmrB: two-component regulator system signal sensor kinase PmrB",PA14_63160(966/1434),GID998,PA4777,,,,,,"COG3852|Signal transduction histidine kinase, nitrogen specific [Signal transduction mechanisms]"
ExMr_nr_mas_01_2,B5,16,3,10,4,6,20,,5762,195250,498,Y,PA14_02150,GID347,359,1992,PA0172,,"hypothetical protein","""""""PA14_02150(359/1992)""","""PA14_02160*(1520/1995)""""""","""""""GID347""","""GID7039""""""",PA0172,,,,"COG2208|Serine phosphatase RsbU, regulator of sigma subunit [Signal transduction mechanisms / Transcription]"
ExMr_nr_mas_01_2,B6,16,3,12,4,6,24,,5764,3150491,533,Y,PA14_35430,GID2141,305,987,PA2254,pvcA,"pyoverdine biosynthesis protein PvcA",PA14_35430(305/987),GID2141,PA2254,,,,,,"COG3207|Pyoverdine/dityrosine biosynthesis protein [Secondary metabolites biosynthesis, transport, and catabolism]"
ExMr_nr_mas_01_2,B7,16,3,14,4,6,28,,5811,5071576,305,Y,PA14_56900,GID1411,184,1197,PA4376,pncB2,"nicotinate phosphoribosyltransferase",PA14_56900(184/1197),GID1411,PA4376,,,,,,"COG1488|Nicotinic acid phosphoribosyltransferase [Coenzyme metabolism]"
ExMr_nr_mas_01_2,B8,16,3,16,4,6,32,,5812,2058183,1013,Y,PA14_23670,GID2967,782,804,PA3127,,"hypothetical protein","""""""PA14_23670(782/804)""","""PA14_23660*(53/915)""""""","""""""GID2967""","""GID6265""""""",PA3127,,,,
ExMr_nr_mas_01_2,B9,16,3,18,4,6,36,,5817,4639870,611,Y,PA14_52280,GID4597,261,426,PA0926,,"hypothetical protein",PA14_52280(261/426),GID4597,PA0926,,,,,,
ExMr_nr_mas_01_2,B10,16,3,20,4,6,40,,5820,334988,722,Y,PA14_03730,GID1444,69,1179,PA0286,,"fatty acid desaturase",PA14_03730(69/1179),GID1444,PA0286,,,,,,"COG1398|Fatty-acid desaturase [Lipid metabolism]"
ExMr_nr_mas_01_2,B11,16,3,22,4,6,44,,5823,1587247,337,Y,PA14_18500,GID617,945,1632,PA3545,algG,"alginate-c5-mannuronan-epimerase AlgG","""""""PA14_18500(945/1632)""","""PA14_18490*(1639/2667)""""""","""""""GID617""","""GID6371""""""",PA3545,,,,
ExMr_nr_mas_01_2,B12,16,3,24,4,6,48,,5830,477227,385,Y,PA14_05400,GID1923,941,1032,PA0414,,methylesterase,PA14_05400(941/1032),GID1923,PA0414,,,,,,"COG2201|Chemotaxis response regulator containing a CheY-like receiver domain and a methylesterase domain [Cell motility and secretion / Signal transduction mechanisms]"
ExMr_nr_mas_01_2,C1,16,5,2,4,10,4,,5844,4039730,351,Y,PA14_45330,GID4404,487,489,PA1479,ccmE,"cytochrome c-type biogenesis protein CcmE","""""""PA14_45330(487/489)""","""PA14_45320*(1701/2109)""""""","""""""GID4404""","""GID5712""""""",PA1479,,,,"COG2332|Cytochrome c-type biogenesis protein CcmE [Posttranslational modification, protein turnover, chaperones]"
ExMr_nr_mas_01_2,C2,16,5,4,4,10,8,,5855,6155768,1098,Y,PA14_69010,GID4056,23,555,PA5225,,"hypothetical protein",PA14_69010(23/555),GID4056,PA5225,,,,,,"COG3079|Uncharacterized protein conserved in bacteria [Function unknown]"
ExMr_nr_mas_01_2,C3,16,5,6,4,10,12,,5857,5565402,884,Y,PA14_62390,GID4490,215,450,PA4714,,"hypothetical protein",PA14_62390(215/450),GID4490,PA4714,,,,,,"COG3019|Predicted metal-binding protein [General function prediction only]"
ExMr_nr_mas_01_2,C4,16,5,8,4,10,16,,5922,3221823,567,Y,PA14_36150,GID4203,443,531,PA2208,,"hypothetical protein","""""""PA14_36150(443/531)""","""PA14_36160*(1702/1704)""""""","""""""GID4203""","""GID5927""""""",PA2208,,,,
ExMr_nr_mas_01_2,C5,16,5,10,4,10,20,,5943,4033010,400,Y,PA14_45240,GID1139,1060,1368,PA1485,,"amino acid permease","""""""PA14_45240(1060/1368)""",PA14_45230*(324/1398),"""PA14_45220*(1292/1716)""""""","""""""GID1139""",GID5715,"""GID5714""""""",PA1485,,"COG0531|Amino acid transporters [Amino acid transport and metabolism]"
ExMr_nr_mas_01_2,C6,16,5,12,4,10,24,,5955,3737929,1350,Y,PA14_41830,GID3796,115,618,PA1757,thrH,"phosphoserine phosphatase",PA14_41830(115/618),GID3796,PA1757,,,,,,"COG0560|Phosphoserine phosphatase [Amino acid transport and metabolism]"
ExMr_nr_mas_01_2,C7,16,5,14,4,10,28,,5958,6299803,837,Y,PA14_70750,GID3473,106,690,PA5360,phoB,"two-component response regulator PhoB",PA14_70750(106/690),GID3473,PA5360,,,,,,"COG3707|Response regulator with putative antiterminator output domain [Signal transduction mechanisms]"
ExMr_nr_mas_01_2,C8,16,5,16,4,10,32,,5961,6386453,1023,Y,PA14_71680,GID824,245,1476,PA5431,,"GntR family transcriptional regulator","""GntR family""""""",PA14_71680(245/1476),GID824,PA5431,,,,,"COG1802|Transcriptional regulators [Transcription]"
ExMr_nr_mas_01_2,C9,16,5,18,4,10,36,,5962,6519584,1065,Y,PA14_73220,GID1103,1363,1365,PA5552,glmU,"glucosamine-1-phosphate acetyltransferase/N-acetylglucosamine-1-phosphate uridyltransferase","""""""PA14_73220(1363/1365)""","""PA14_73210*(177/2178)""""""","""""""GID1103""","""GID6984""""""",PA5552,,,,"COG0663|Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily [General function prediction only]"
ExMr_nr_mas_01_2,C10,16,5,20,4,10,40,,5980,2681188,797,Y,PA14_30870,GID6102,212,705,,,"conjugal transfer protein TrbF",PA14_30870(212/705),GID6102,,,,,,,"COG3701|Type IV secretory pathway, TrbF components [Intracellular trafficking and secretion]"
ExMr_nr_mas_01_2,C11,16,5,22,4,10,44,,5999,1071828,357,Y,PA14_12440,GID3744,7,648,PA3973,,"AcrR family transcriptional regulator",PA14_12440(7/648),GID3744,PA3973,,,,,,"COG1309|Transcriptional regulator [Transcription]"
ExMr_nr_mas_01_2,C12,16,5,24,4,10,48,,6001,1544930,270,Y,PA14_17980,GID2830,275,840,PA3581,glpF,"glycerol uptake facilitator protein","""""""PA14_17980(275/840)""","""PA14_17970*(1469/1512)""""""","""""""GID2830""","""GID6387""""""",PA3581,,,,"COG0580|Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family) [Carbohydrate transport and metabolism]"
ExMr_nr_mas_01_2,D1,16,7,2,4,14,4,,6032,6078271,329,Y,PA14_68120,GID908,422,1479,PA5158,,"outer membrane protein",PA14_68120(422/1479),GID908,PA5158,,,,,,"COG1538|Outer membrane protein [Cell envelope biogenesis, outer membrane / Intracellular trafficking and secretion]"
ExMr_nr_mas_01_2,D2,16,7,4,4,14,8,,6034,2524986,569,Y,PA14_29200,GID4368,83,477,PA2702,,"hypothetical protein",PA14_29200(83/477),GID4368,PA2702,,,,,,
ExMr_nr_mas_01_2,D3,16,7,6,4,14,12,,6047,1643317,379,Y,PA14_19020,GID1432,42,1227,PA3484,,"hypothetical protein",PA14_19020(42/1227),GID1432,PA3484,,,,,,
ExMr_nr_mas_01_2,D4,16,7,8,4,14,16,,6077,3025571,1164,Y,PA14_34010,GID480,1094,1794,PA2369,,"hypothetical protein",PA14_34010(1094/1794),GID480,PA2369,,,,,,"COG3519|Type VI protein secretion system component VasA [Intracellular trafficking, secretion, and    vesicular transport]"
ExMr_nr_mas_01_2,D5,16,7,10,4,14,20,,6114,4527877,293,Y,PA14_50980,GID139,167,2544,PA1032,pac,"penicillin amidase",PA14_50980(167/2544),GID139,PA1032,,,,,,"COG2366|Protein related to penicillin acylase [General function prediction only]"
ExMr_nr_mas_01_2,D6,16,7,12,4,14,24,,6126,4303235,866,Y,PA14_48390,GID2901,23,807,PA1229,,"AraC family transcriptional regulator","""""""PA14_48390(23/807)""","""PA14_48370*(665/1221)""""""","""""""GID2901""","""GID5641""""""",PA1229,,,,"COG2169|Adenosine deaminase [Nucleotide transport and metabolism]"
ExMr_nr_mas_01_2,D7,16,7,14,4,14,28,,6127,2993353,236,Y,PA14_33720,GID1230,446,1284,PA2394,pvdN,"protein PvdN",PA14_33720(446/1284),GID1230,PA2394,,,,,,"COG0075|Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase [Amino acid transport and metabolism]"
ExMr_nr_mas_01_2,D8,16,7,16,4,14,32,,6142,4107535,1326,Y,PA14_46180,GID1560,959,1194,PA1412,,"hypothetical protein","""""""PA14_46180(959/1194)""","""PA14_46190*(943/1233)""""""","""""""GID1560""","""GID5690""""""",PA1412,,,,
ExMr_nr_mas_01_2,D9,16,7,18,4,14,36,,6180,3438083,973,Y,PA14_38550,GID3617,17,639,PA2007,maiA,"maleylacetoacetate isomerase","""""""PA14_38550(17/639)""","""PA14_38540*(1727/2169)""""""","""""""GID3617""","""GID5863""""""",PA2007,,,,"COG0625|Glutathione S-transferase [Posttranslational modification, protein turnover, chaperones]"
ExMr_nr_mas_01_2,D10,16,7,20,4,14,40,,6195,4991103,226,Y,PA14_55900,GID1689,712,1185,PA4303,,"hypothetical protein","""""""PA14_55900(712/1185)""","""PA14_55910*(390/1974)""""""","""""""GID1689""","""GID6624""""""",PA4303,,,,"COG4963|Flp pilus assembly protein, ATPase CpaE [Intracellular trafficking and secretion]"
ExMr_nr_mas_01_2,D11,16,7,22,4,14,44,,6202,1092253,581,Y,PA14_12740,GID4008,418,576,PA3952,,"hypothetical protein",PA14_12740(418/576),GID4008,PA3952,,,,,,"COG3416|Uncharacterized protein conserved in bacteria [Function unknown]"
ExMr_nr_mas_01_2,D12,16,7,24,4,14,48,,6217,6252066,190,Y,PA14_70100,GID1150,1031,1320,PA5309,,oxidoreductase,"""""""PA14_70100(1031/1320)""","""PA14_70090*(335/1371)""""""","""""""GID1150""","""GID6918""""""",PA5309,,,,"COG1053|Succinate dehydrogenase/fumarate reductase, flavoprotein subunit [Energy production and conversion]"
ExMr_nr_mas_01_2,E1,16,9,2,4,18,4,,6280,68458,246,Y,PA14_00680,GID2510,809,921,PA0056,,"LysR family transcriptional regulator","""LysR family""""""",PA14_00680(809/921),GID2510,PA0056,,,,,"COG0583|Transcriptional regulator [Transcription]"
ExMr_nr_mas_01_2,E2,16,9,4,4,18,8,,6289,2885447,363,Y,PA14_32970,GID2339,909,924,PA2447,,"transcriptional regulator",PA14_32970(909/924),GID2339,PA2447,,,,,,"COG0583|Transcriptional regulator [Transcription]"
ExMr_nr_mas_01_2,E3,16,9,6,4,18,12,,6305,1318319,446,Y,PA14_15580,GID6439,913,2781,,,"Type II restriction enzyme, methylase subunit",PA14_15580(913/2781),GID6439,,,,,,,"COG1002|Type II restriction enzyme, methylase subunits [Defense mechanisms]"
ExMr_nr_mas_01_2,E4,16,9,8,4,18,16,,6310,4267061,1285,Y,PA14_47930,GID536,747,1743,PA1259,,"hypothetical protein",PA14_47930(747/1743),GID536,PA1259,,,,,,"COG1786|Swiveling domain associated with predicted aconitase [Energy    production and conversion]"
ExMr_nr_mas_01_2,E5,16,9,10,4,18,20,,6311,2521878,549,Y,PA14_29160,GID1446,126,1182,PA2705,,"hypothetical protein","""""""PA14_29160(126/1182)""","""PA14_29140*(1096/1755)""""""","""""""GID1446""","""GID6137""""""",PA2705,,,,"COG3552|Protein containing von Willebrand factor type A (vWA) domain [General function prediction only]"
ExMr_nr_mas_01_2,E6,16,9,12,4,18,24,,6315,983028,763,Y,PA14_11290,GID1392,791,1266,PA4065,,permease,"""""""PA14_11290(791/1266)""","""PA14_11300*(212/1365)""""""","""""""GID1392""","""GID6562""""""",PA4065,,,,"COG0577|ABC-type antimicrobial peptide transport system, permease component [Defense mechanisms]"
ExMr_nr_mas_01_2,E7,16,9,14,4,18,28,,6330,4635463,547,Y,PA14_52250,GID3297,157,720,PA0929,,"two-component response regulator",PA14_52250(157/720),GID3297,PA0929,,,,,,"COG3710|DNA-binding winged-HTH domains [Transcription]"
ExMr_nr_mas_01_2,E8,16,9,16,4,18,32,,6334,1580363,1118,Y,PA14_18410,GID3630,587,651,PA3550,algF,"alginate o-acetyltransferase AlgF","""""""PA14_18410(587/651)""","""PA14_18400*(263/2127)""""""","""""""GID3630""","""GID6375""""""",PA3550,,,,
ExMr_nr_mas_01_2,E9,16,9,18,4,18,36,,6357,185053,133,Y,PA14_02030,GID2944,562,798,PA0163,,"AraC family transcriptional regulator","""AraC family""""""",PA14_02030(562/798),GID2944,PA0163,,,,,"COG2207|AraC-type DNA-binding domain-containing proteins [Transcription]"
ExMr_nr_mas_01_2,E10,16,9,20,4,18,40,,6365,5876677,1344,Y,PA14_65970,GID2629,739,885,PA4989,,"transcriptional regulator",PA14_65970(739/885),GID2629,PA4989,,,,,,"COG0583|Transcriptional regulator [Transcription]"
ExMr_nr_mas_01_2,E11,16,9,22,4,18,44,,6382,164949,1027,Y,PA14_01800,GID1749,122,1098,PA0146,,"hypothetical protein",PA14_01800(122/1098),GID1749,PA0146,,,,,,"COG1744|Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein [General function prediction only]"
ExMr_nr_mas_01_2,E12,16,9,24,4,18,48,,6394,5887718,674,Y,PA14_66100,GID2285,12,1200,,,"hypothetical protein",PA14_66100(12/1200),GID2285,,,,,,,"COG3307|Lipid A core - O-antigen ligase and related enzymes [Cell envelope biogenesis, outer membrane]"
ExMr_nr_mas_01_2,F1,16,11,2,4,22,4,,6402,207712,1049,Y,PA14_02310,GID611,683,1611,PA0183,atsA,arylsulfatase,"""""""PA14_02310(683/1611)""","""PA14_02320*(1659/1662)""""""","""""""GID611""","""GID7044""""""",PA0183,,,,"COG3119|Arylsulfatase A and related enzymes [Inorganic ion transport and metabolism]"
ExMr_nr_mas_01_2,F2,16,11,4,4,22,8,,6421,4611499,844,Y,PA14_51930,GID4395,68,465,PA0953,,thioredoxin,PA14_51930(68/465),GID4395,PA0953,,,,,,"COG1225|Peroxiredoxin [Posttranslational modification, protein turnover, chaperones]"
ExMr_nr_mas_01_2,F3,16,11,6,4,22,12,,6442,6123116,1116,Y,PA14_68670,GID2327,668,924,PA5198,,carboxypeptidase,PA14_68670(668/924),GID2327,PA5198,,,,,,"COG1619|Uncharacterized proteins, homologs of microcin C7 resistance protein MccF [Defense mechanisms]"
ExMr_nr_mas_01_2,F4,16,11,8,4,22,16,,6444,3286991,113,Y,PA14_36880,GID4266,236,519,PA2141,,"ompetence-damaged protein",PA14_36880(236/519),GID4266,PA2141,,,,,,"COG1546|Uncharacterized protein (competence- and mitomycin-induced) [General function prediction only]"
ExMr_nr_mas_01_2,F5,16,11,10,4,22,20,,6451,1171603,105,Y,PA14_13620,GID1405,50,1275,PA3887,nhaP,"Na+/H+ antiporter NhaP",PA14_13620(50/1275),GID1405,PA3887,,,,,,"COG0025|NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]"
ExMr_nr_mas_01_2,F6,16,11,12,4,22,24,,6467,5441348,527,Y,PA14_61000,GID4661,136,435,PA4610,,"hypothetical protein","""""""PA14_61000(136/435)""","""PA14_60980*(165/1797)""""""","""""""GID4661""","""GID6716""""""",PA4610,,,,
ExMr_nr_mas_01_2,F7,16,11,14,4,22,28,,6472,3908458,912,Y,PA14_43900,GID5340,14,237,PA1592,,"hypothetical protein",PA14_43900(14/237),GID5340,PA1592,,,,,,
ExMr_nr_mas_01_2,F8,16,11,16,4,22,32,,6476,1697853,1312,Y,PA14_19670,GID2666,577,894,PA3433,,"LysR family transcriptional regulator","""LysR family""""""",PA14_19670(577/894),GID2666,PA3433,,,,,"COG0583|Transcriptional regulator [Transcription]"
ExMr_nr_mas_01_2,F9,16,11,18,4,22,36,,6498,2406130,1320,Y,PA14_27730,GID159,23,2448,PA2815,fadE,"acyl-CoA dehydrogenase",PA14_27730(23/2448),GID159,PA2815,,,,,,"COG1960|Acyl-CoA dehydrogenases [Lipid metabolism]"
ExMr_nr_mas_01_2,F10,16,11,20,4,22,40,,6501,487962,1279,Y,PA14_05540,GID60,21,3141,PA0426,mexB,"RND multidrug efflux transporter MexB",PA14_05540(21/3141),GID60,PA0426,,,,,,"COG0841|Cation/multidrug efflux pump [Defense mechanisms]"
ExMr_nr_mas_01_2,F11,16,11,22,4,22,44,,6513,497080,1110,Y,PA14_05600,GID4040,337,555,PA0431,,"hypothetical protein",PA14_05600(337/555),GID4040,PA0431,,,,,,"COG0317|Guanosine polyphosphate pyrophosphohydrolases/synthetases [Signal transduction mechanisms / Transcription]"
ExMr_nr_mas_01_2,F12,16,11,24,4,22,48,,6523,2214756,1100,Y,PA14_25320,GID3066,367,786,PA2997,nqrC,"Na(+)-translocating NADH-quinone reductase subunit C",PA14_25320(367/786),GID3066,PA2997,,,,,,"COG2869|Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC [Energy production and conversion]"
ExMr_nr_mas_01_2,G1,16,13,2,4,26,4,,6529,3729201,509,Y,PA14_41780,GID3117,478,762,PA1762,,"hypothetical protein","""""""PA14_41780(478/762)""","""PA14_41770*(345/1608)""""""","""""""GID3117""","""GID5780""""""",PA1762,,,,"COG2274|ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain [Defense mechanisms]"
